Supplier	Total_Invoice_Amount	Total_Invoice_Count	Year	Client	Record_Count
"Profire Energy, Inc."	317078.290000	65.000000	2016	"equinor"	5
"Profire Energy, Inc."	86993.920000	40.000000	2017	"equinor"	10
"Profire Energy, Inc."	54849.340000	78.000000	2018	"equinor"	6
"Pro-Gas Services LLC"	4266537.070000	608.000000	2015	"equinor"	4
"Pro-Gas Services LLC"	1955625.080000	249.000000	2016	"equinor"	3
"Pro-Gas Services LLC"	2597770.340000	449.000000	2017	"equinor"	5
"Pro-Gas Services LLC"	3728814.460000	621.000000	2018	"equinor"	6
"Progressive Global Energy"	13210015.570000	2205.000000	2015	"equinor"	21
"Progressive Global Energy"	4753133.770000	1197.000000	2016	"equinor"	18
"Progressive Global Energy"	11435564.140000	2288.000000	2017	"equinor"	21
"Progressive Global Energy"	11111942.200000	1634.000000	2018	"equinor"	28
"Progressive PCs, Inc."	10582.160000	1.000000	2018	"equinor"	1
"Project Consulting"	202033.860000	9.000000	2015	"equinor"	3
"Promapp Solutions Limited"	68462.000000	15.000000	2018	"equinor"	1
"Pronghorn Services, LLC"	18922.500000	15.000000	2015	"equinor"	2
"PROSERV OPERATIONS, INC."	0.000000	2.000000	2018	"equinor"	1
"Pro-Surve Technical Services, LLC"	227575.720000	22.000000	2017	"equinor"	1
"Pro-Surve Technical Services, LLC"	295000.780000	26.000000	2018	"equinor"	2
"Protech EIS Corp"	71325.000000	1.000000	2015	"equinor"	1
"Protech EIS Corp"	4338.750000	1.000000	2016	"equinor"	1
"Pro-Tech Field Services, Inc."	402139.790000	8.000000	2015	"equinor"	2
"Pro-Tech Field Services, Inc."	97088.510000	1.000000	2016	"equinor"	1
"Pro-Tech Field Services, Inc."	14236.750000	1.000000	2017	"equinor"	1
"Protiviti, Inc."	6717998.090000	25.000000	2015	"equinor"	1
"Protiviti, Inc."	9632133.750000	63.000000	2016	"equinor"	3
"Protiviti, Inc."	6924618.060000	78.000000	2017	"equinor"	3
"Protiviti, Inc."	1711238.990000	40.000000	2018	"equinor"	3
"ProUsys, Inc."	571770.160000	41.000000	2018	"equinor"	3
"Providence Corrosion LLC"	24294.890000	1.000000	2017	"equinor"	1
"Providence Partners & Associates, L"	132904.130000	28.000000	2015	"equinor"	1
"Providence Partners & Associates, L"	102474.950000	23.000000	2016	"equinor"	2
"Providence Partners & Associates, L"	6517.000000	2.000000	2017	"equinor"	1
"Pruftechnik Inc."	35423.300000	4.000000	2018	"equinor"	1
"Pruitt Tool & Supply Co., Inc."	347548.900000	50.000000	2015	"equinor"	3
"Pruitt Tool & Supply Co., Inc."	156077.220000	26.000000	2016	"equinor"	2
"Pruitt Tool & Supply Co., Inc."	304022.250000	59.000000	2017	"equinor"	2
"Pruitt Tool & Supply Co., Inc."	1154201.610000	65.000000	2018	"equinor"	3
"Pruitt's Frac Tanks LLC"	16423.720000	14.000000	2018	"equinor"	1
"Pruitt's Frac Tanks South Texas, LL"	1016663.030000	749.000000	2015	"equinor"	4
"Pruitt's Frac Tanks South Texas, LL"	732425.830000	817.000000	2016	"equinor"	3
"Pruitt's Frac Tanks South Texas, LL"	808365.170000	783.000000	2017	"equinor"	2
"Pruitt's Frac Tanks South Texas, LL"	746404.190000	335.000000	2018	"equinor"	4
"Pryor Learning Solutions, Inc"	4475.000000	1.000000	2017	"equinor"	1
"Pryor Learning Solutions, Inc"	4475.000000	1.000000	2018	"equinor"	1
"Ptech Drilling Tubulars, LLC"	828547.810000	116.000000	2015	"equinor"	2
"Ptech Drilling Tubulars, LLC"	372291.720000	99.000000	2016	"equinor"	2
"Ptech Drilling Tubulars, LLC"	642975.650000	113.000000	2017	"equinor"	1
"Ptech Drilling Tubulars, LLC"	411065.950000	52.000000	2018	"equinor"	1
"PTW Energy Services Inc."	877106.050000	172.000000	2018	"equinor"	2
"Puffer Sweiven"	157408.740000	15.000000	2015	"equinor"	4
"Puffer Sweiven"	20812.360000	3.000000	2016	"equinor"	1
"Puffer Sweiven"	851650.180000	30.000000	2017	"equinor"	2
"Puffer Sweiven"	148200.110000	15.000000	2018	"equinor"	5
"Purity Oilfield Services, L.L.C."	1733725.680000	311.000000	2017	"equinor"	3
"Purity Oilfield Services, L.L.C."	1968306.400000	188.000000	2018	"equinor"	5
"Pyote Water Systems III, LLC"	156361.230000	8.000000	2018	"equinor"	1
"Pyramid Instrumentation & Electric"	32281.560000	23.000000	2016	"equinor"	1
"Pyramid Instrumentation & Electric"	244339.800000	99.000000	2017	"equinor"	5
"Pyramid Instrumentation & Electric"	1122.650000	3.000000	2018	"equinor"	2
"Pyramid Tubular Products, LP"	32652582.800000	50.000000	2015	"equinor"	1
"QC Energy Resources, Inc."	495.000000	1.000000	2015	"equinor"	1
"QC Energy Resources, Inc."	1344686.890000	891.000000	2016	"equinor"	4
"QC Energy Resources, Inc."	3333038.070000	1348.000000	2017	"equinor"	7
"QC Energy Resources, Inc."	2424345.730000	772.000000	2018	"equinor"	6
"QES Pressure Control LLC"	195816.540000	46.000000	2016	"equinor"	2
"QES Pressure Control LLC"	870301.770000	139.000000	2017	"equinor"	2
"QES Pressure Control LLC"	2001554.610000	170.000000	2018	"equinor"	4
"QES Wireline, LLC"	37073.950000	3.000000	2018	"equinor"	1
"QHaul, Inc DBA QMC Services"	51405.000000	1.000000	2016	"equinor"	1
"Qline Texas LLC"	1512.970000	6.000000	2016	"equinor"	1
"Qline Texas LLC"	28333.850000	98.000000	2017	"equinor"	3
"Qline Texas LLC"	33066.350000	95.000000	2018	"equinor"	5
"QO Inc."	1082610.590000	44.000000	2015	"equinor"	4
"QO Inc."	157159.860000	15.000000	2016	"equinor"	3
"Quadra Chemicals Inc"	124767.930000	32.000000	2017	"equinor"	1
"Quadra Chemicals Inc"	182469.430000	24.000000	2018	"equinor"	1
"Quail Ridge Construction Company DB"	588769.610000	1.000000	2015	"equinor"	1
"Quail Tools, LP"	4747233.860000	305.000000	2015	"equinor"	8
"Quail Tools, LP"	1354619.390000	98.000000	2016	"equinor"	9
"Quail Tools, LP"	805372.210000	72.000000	2017	"equinor"	7
"Quail Tools, LP"	1219950.780000	166.000000	2018	"equinor"	8
"Quality Energy"	48204.960000	41.000000	2017	"equinor"	1
"Quality Energy"	359894.610000	285.000000	2018	"equinor"	2
"Quality Mat Company Of North Dakota"	514030.240000	243.000000	2015	"equinor"	2
"Quality Mat Company Of North Dakota"	4921.050000	20.000000	2016	"equinor"	1
"Quality Mat Company Of North Dakota"	6221.260000	4.000000	2017	"equinor"	1
"Quality Mat Company Of North Dakota"	775642.910000	16.000000	2018	"equinor"	2
"Quality Production Management L.L.C"	967791.880000	62.000000	2015	"equinor"	1
"Quality Production Management L.L.C"	1006280.320000	92.000000	2016	"equinor"	1
"Quality Production Management L.L.C"	955693.800000	285.000000	2017	"equinor"	3
"Quality Production Management L.L.C"	498687.690000	145.000000	2018	"equinor"	2
"Quanta3, LLC"	3094.000000	1.000000	2016	"equinor"	1
"Quanta3, LLC"	22825.000000	1.000000	2017	"equinor"	1
"Quarles & Brady LLP"	292354.870000	48.000000	2015	"equinor"	5
"Quarles & Brady LLP"	249418.120000	137.000000	2016	"equinor"	4
"Quarles & Brady LLP"	440382.280000	268.000000	2017	"equinor"	4
"Quarles & Brady LLP"	377679.620000	274.000000	2018	"equinor"	10
"Quest Diagnostics"	7975.200000	12.000000	2015	"equinor"	2
"Quest Diagnostics"	3348.420000	11.000000	2016	"equinor"	1
"Quest Diagnostics"	2849.150000	6.000000	2017	"equinor"	1
"Quest Diagnostics"	12279.750000	16.000000	2018	"equinor"	1
"Quest Integrity USA, LLC"	450000.000000	10.000000	2015	"equinor"	1
"Quest Integrity USA, LLC"	473125.000000	4.000000	2018	"equinor"	1
"Quick Connectors, Inc."	718996.690000	42.000000	2018	"equinor"	1
"QuickSeries Publishing Inc."	3486.100000	1.000000	2018	"equinor"	1
"Quinets Restaurant & Catering"	1087.350000	2.000000	2015	"equinor"	1
"Quinets Restaurant & Catering"	623.530000	1.000000	2017	"equinor"	1
"Quinn Pumps, LLC"	386214.880000	76.000000	2015	"equinor"	2
"Quinn Pumps, LLC"	30649.430000	8.000000	2016	"equinor"	1
"Quinn Pumps, LLC"	9161.970000	8.000000	2017	"equinor"	1
"Quinn Pumps, LLC"	23731.630000	10.000000	2018	"equinor"	1
"Quinn's Rental Services LLC."	2071445.390000	153.000000	2015	"equinor"	1
"Quinn's Rental Services LLC."	451334.710000	21.000000	2016	"equinor"	1
"Quorum Business Solutions (U.S.A.),"	258883.350000	22.000000	2015	"equinor"	1
"Quorum Business Solutions (U.S.A.),"	292553.760000	21.000000	2016	"equinor"	2
"Quorum Business Solutions (U.S.A.),"	600105.980000	26.000000	2017	"equinor"	3
"Quorum Business Solutions (U.S.A.),"	1185665.760000	37.000000	2018	"equinor"	2
"Quorum Business Solutions, Inc."	193226.250000	1.000000	2015	"equinor"	1
"Quorum Business Solutions, Inc."	249907.680000	5.000000	2016	"equinor"	1
"Quorum Business Solutions, Inc."	52291.850000	1.000000	2017	"equinor"	1
"R and D Enterprises of Gul Region I"	334000.000000	1.000000	2015	"equinor"	1
"R and D Enterprises of Gul Region I"	83028.000000	5.000000	2016	"equinor"	1
"R and D Enterprises of Gul Region I"	9435.000000	1.000000	2017	"equinor"	1
"R and D Enterprises of Gul Region I"	16039.500000	2.000000	2018	"equinor"	1
"R&S Well Service, Inc"	303669.900000	16.000000	2016	"equinor"	1
"R&S Well Service, Inc"	4317668.440000	224.000000	2017	"equinor"	1
"R&S Well Service, Inc"	4231966.370000	199.000000	2018	"equinor"	1
"R.D. Davis & Associates, LLC"	411506.960000	6.000000	2015	"equinor"	1
"R.D. Davis & Associates, LLC"	4889.630000	2.000000	2016	"equinor"	1
"R.D. Davis & Associates, LLC"	675.000000	3.000000	2017	"equinor"	1
"R360 Environmental Solutions, LLC."	722417.000000	296.000000	2015	"equinor"	3
"R360 Environmental Solutions, LLC."	294360.250000	5.000000	2016	"equinor"	2
"R360 Environmental Solutions, LLC."	33963.170000	5.000000	2018	"equinor"	2
"R360 Williston Basin LLC"	1822565.140000	350.000000	2015	"equinor"	2
"R360 Williston Basin LLC"	664361.610000	114.000000	2016	"equinor"	2
"R360 Williston Basin LLC"	1041119.720000	129.000000	2017	"equinor"	5
"R360 Williston Basin LLC"	263387.520000	47.000000	2018	"equinor"	3
"R4 Specialties, Inc."	77032.310000	2.000000	2015	"equinor"	1
"R4 Specialties, Inc."	11393.290000	1.000000	2016	"equinor"	1
"RADACK SERVICES, INC."	1104315.640000	622.000000	2015	"equinor"	2
"RADACK SERVICES, INC."	980708.960000	778.000000	2016	"equinor"	1
"RAE Systems by Honeywell"	25690.070000	30.000000	2016	"equinor"	1
"RAE Systems by Honeywell"	19464.970000	26.000000	2018	"equinor"	1
"Rae Systems Inc"	39140.810000	22.000000	2015	"equinor"	1
"Ram International, Inc."	5500.000000	1.000000	2015	"equinor"	1
"R-A-M Services Inc."	251164.280000	2.000000	2015	"equinor"	1
"R-A-M Services Inc."	2720.000000	1.000000	2016	"equinor"	1
"Ramboll Environ US Corporation"	138065.780000	8.000000	2015	"equinor"	1
"Ramboll GmbH"	71511.300000	1.000000	2018	"equinor"	1
"Ranch Wireless, Inc."	701.180000	10.000000	2016	"equinor"	1
"Ranch Wireless, Inc."	1075.180000	12.000000	2017	"equinor"	1
"Ranch Wireless, Inc."	1489.010000	14.000000	2018	"equinor"	2
"Ranger Energy Services LLC"	7763102.590000	299.000000	2017	"equinor"	2
"Ranger Energy Services LLC"	16005174.310000	357.000000	2018	"equinor"	2
"Raptor Enterprises, Inc."	350423.200000	10.000000	2015	"equinor"	1
"Rathole Drilling, Inc."	35744.940000	8.000000	2016	"equinor"	2
"Rathole Drilling, Inc."	904233.160000	116.000000	2017	"equinor"	4
"Rathole Drilling, Inc."	761264.830000	105.000000	2018	"equinor"	2
"Rawson, Inc."	33145.650000	3.000000	2017	"equinor"	1
"Rawson, Inc."	11687.700000	15.000000	2018	"equinor"	2
"RCI Consultants, Inc."	1399636.050000	149.000000	2015	"equinor"	5
"RCI Consultants, Inc."	508639.090000	196.000000	2016	"equinor"	6
"RCI Consultants, Inc."	917754.370000	179.000000	2017	"equinor"	4
"RCI Consultants, Inc."	604016.170000	192.000000	2018	"equinor"	9
"RCP Inc."	3750.000000	1.000000	2015	"equinor"	1
"RCP Inc."	31250.000000	2.000000	2016	"equinor"	1
"RCP Inc."	32315.000000	7.000000	2018	"equinor"	1
"RCS, LLC"	826886.360000	26.000000	2015	"equinor"	3
"RCS, LLC"	126626.350000	4.000000	2016	"equinor"	1
"RCS, LLC"	665484.830000	3.000000	2018	"equinor"	1
"Rebecca Mary Inc"	46000.000000	3.000000	2018	"equinor"	1
"Rebellion Photonics, Inc."	8000.000000	1.000000	2015	"equinor"	1
"Receivables Control Corp"	43126.310000	8.000000	2017	"equinor"	1
"Reckson Operating Partnership"	980757.830000	77.000000	2015	"equinor"	3
"Reckson Operating Partnership"	715067.500000	40.000000	2016	"equinor"	2
"ReCon Managment Services, Inc."	4015.350000	2.000000	2017	"equinor"	1
"ReCon Managment Services, Inc."	81235.640000	32.000000	2018	"equinor"	1
"Recon Oilfield Services, Inc"	182935.000000	37.000000	2018	"equinor"	1
"Record Keepers, LLC"	846.530000	12.000000	2018	"equinor"	1
"Red Bone Services LLC"	83162.600000	5.000000	2015	"equinor"	1
"Red Bone Services LLC"	220333.920000	8.000000	2016	"equinor"	1
"Red Bone Services LLC"	90558.260000	3.000000	2017	"equinor"	1
"Red Bone Services LLC"	65617.130000	7.000000	2018	"equinor"	2
"Red Dog Systems, Inc."	127243.240000	26.000000	2015	"equinor"	1
"Red Dog Systems, Inc."	128987.410000	23.000000	2016	"equinor"	1
"Red Dog Systems, Inc."	128260.880000	22.000000	2017	"equinor"	1
"Red Dog Systems, Inc."	162545.030000	27.000000	2018	"equinor"	1
"Red River LLC"	2221853.130000	381.000000	2015	"equinor"	5
"Red River LLC"	2017857.930000	230.000000	2016	"equinor"	4
"Red River LLC"	4528025.430000	428.000000	2017	"equinor"	2
"Red River LLC"	6011424.050000	605.000000	2018	"equinor"	6
"Red River Supply Inc"	963579.720000	140.000000	2015	"equinor"	1
"Red River Supply Inc"	499855.740000	86.000000	2016	"equinor"	2
"Red River Supply Inc"	486079.120000	75.000000	2017	"equinor"	4
"Red River Supply Inc"	392518.930000	40.000000	2018	"equinor"	5
"Redi Services LLC"	7942.000000	2.000000	2015	"equinor"	1
"Redwing Pines LLC"	13624.000000	5.000000	2016	"equinor"	1
"Reed Smith LLP"	41077.060000	13.000000	2015	"equinor"	2
"Reed Smith LLP"	138768.440000	27.000000	2016	"equinor"	6
"Reed Smith LLP"	37353.860000	23.000000	2017	"equinor"	3
"Reed Smith LLP"	68557.020000	33.000000	2018	"equinor"	6
"Rental Xpress LLC"	175081.150000	42.000000	2015	"equinor"	1
"Rental Xpress LLC"	29670.060000	11.000000	2016	"equinor"	1
"Rental Xpress LLC"	68371.010000	32.000000	2017	"equinor"	1
"Rental Xpress LLC"	192153.440000	48.000000	2018	"equinor"	1
"Repnet, Inc"	40249.000000	3.000000	2016	"equinor"	2
"Repnet, Inc"	5282.750000	1.000000	2018	"equinor"	1
"Reposa Fisheries Ltd"	30636.480000	2.000000	2018	"equinor"	1
"Repsol Oil & Gas USA, LLC"	348812.660000	1.000000	2017	"equinor"	4
"Republic Services, Inc"	2600.490000	9.000000	2015	"equinor"	1
"Republic Services, Inc"	5368.210000	6.000000	2016	"equinor"	2
"Republic Services, Inc."	144048.100000	45.000000	2018	"equinor"	4
"Republic Services, Inc. dba Carbon"	65332.580000	12.000000	2015	"equinor"	1
"Republic Services, Inc. dba Carbon"	8597.950000	4.000000	2017	"equinor"	1
"Republic Services, Inc. dba Carbon"	2554.440000	1.000000	2018	"equinor"	1
"Reservation Telephone Cooperative"	13363.740000	11.000000	2015	"equinor"	2
"Reservation Telephone Cooperative"	52815.950000	30.000000	2016	"equinor"	3
"Reservation Telephone Cooperative"	48539.300000	38.000000	2017	"equinor"	3
"Reservation Telephone Cooperative"	51347.770000	40.000000	2018	"equinor"	3
"Reserve Energy Exploration Company"	800565.330000	9.000000	2015	"equinor"	1
"Reserve Energy Exploration Company"	689360.300000	12.000000	2016	"equinor"	1
"Reserve Energy Exploration Company"	879575.950000	17.000000	2017	"equinor"	1
"Reserve Energy Exploration Company"	281533.450000	46.000000	2018	"equinor"	1
"Reservoir Data Systems LLC"	48931.190000	2.000000	2016	"equinor"	1
"Reservoir Data Systems LLC"	27738.800000	2.000000	2017	"equinor"	1
"Reservoir Data Systems LLC"	45366.300000	3.000000	2018	"equinor"	1
"RESOLUTE ENGINEERING"	871425.020000	68.000000	2017	"equinor"	2
"RESOLUTE ENGINEERING"	824723.720000	103.000000	2018	"equinor"	2
"Resources Connection LLC"	629873.480000	59.000000	2015	"equinor"	2
"Resources Connection LLC"	1050.000000	3.000000	2016	"equinor"	1
"Resources Connection LLC"	1050.000000	2.000000	2018	"equinor"	1
"Restaurant Associates"	10875.700000	1.000000	2015	"equinor"	1
"Retire IT"	81442.930000	5.000000	2016	"equinor"	1
"Retire IT"	43759.960000	12.000000	2017	"equinor"	1
"Retire IT"	51526.980000	16.000000	2018	"equinor"	1
"Rettew Associates Inc."	2685098.700000	219.000000	2015	"equinor"	11
"Rettew Associates Inc."	350605.970000	41.000000	2016	"equinor"	7
"Rettew Associates Inc."	50950.360000	13.000000	2017	"equinor"	1
"Rettew Associates Inc."	702108.690000	47.000000	2018	"equinor"	2
"Reveal Energy Services Inc"	100000.000000	2.000000	2017	"equinor"	1
"Reveal Energy Services Inc"	340850.000000	5.000000	2018	"equinor"	2
"Revenew International LLC"	125946.020000	9.000000	2017	"equinor"	1
"Revenew International LLC"	417415.520000	12.000000	2018	"equinor"	3
"Reynolds, Frizzell, Black, Doyle, A"	18426.760000	4.000000	2015	"equinor"	1
"RGD Trucking, Inc"	2918642.010000	1143.000000	2015	"equinor"	2
"RGD Trucking, Inc"	1228415.030000	586.000000	2016	"equinor"	4
"RGD Trucking, Inc"	2368310.310000	967.000000	2017	"equinor"	7
"RGD Trucking, Inc"	4931374.710000	1439.000000	2018	"equinor"	6
"RGL, Inc. DBA Mountain State Waste"	250.960000	1.000000	2015	"equinor"	1
"Rhino Water (Kenedy) dba"	6684.200000	67.000000	2017	"equinor"	2
"Rhino Water (Kenedy) dba"	46198.920000	159.000000	2018	"equinor"	3
"Rhino Water Management Systems LLC"	100385.650000	56.000000	2016	"equinor"	2
"Rhino Water Management Systems LLC"	227912.600000	182.000000	2017	"equinor"	3
"Rhino Water Management Systems LLC"	227731.140000	134.000000	2018	"equinor"	3
"Rice Plumbing, Inc."	752.330000	2.000000	2018	"equinor"	1
"Rice University Career Center"	500.000000	1.000000	2017	"equinor"	1
"Richard, Wayne and Roberts Inc."	897528.510000	317.000000	2015	"equinor"	4
"Richard, Wayne and Roberts Inc."	1090054.960000	421.000000	2016	"equinor"	9
"Richard, Wayne and Roberts Inc."	787961.660000	229.000000	2017	"equinor"	7
"Richard, Wayne and Roberts Inc."	192737.870000	67.000000	2018	"equinor"	5
"Richard's Supply, Inc."	64938.260000	22.000000	2018	"equinor"	2
"Richland Pump And Supply Inc"	1234230.850000	1995.000000	2015	"equinor"	7
"Richland Pump And Supply Inc"	421093.460000	1042.000000	2016	"equinor"	5
"Richland Pump And Supply Inc"	493134.620000	926.000000	2017	"equinor"	4
"Richland Pump And Supply Inc"	529635.680000	1043.000000	2018	"equinor"	4
"Ricochet (Kenneth E. Parsons Consul"	2792625.420000	579.000000	2015	"equinor"	2
"Ricochet (Kenneth E. Parsons Consul"	317027.020000	107.000000	2016	"equinor"	2
"Ridgeway Kite Inc."	584500.000000	1.000000	2018	"equinor"	2
"Rig QA International Inc."	45923.750000	3.000000	2015	"equinor"	1
"Rig QA International Inc."	8915.110000	1.000000	2016	"equinor"	1
"Right Management, Inc."	162850.000000	52.000000	2015	"equinor"	1
"Right Management, Inc."	122200.000000	7.000000	2016	"equinor"	1
"Right Measurement Service"	10777.500000	11.000000	2018	"equinor"	2
"Rigmaids, LLC"	110517.540000	167.000000	2015	"equinor"	2
"Rigmaids, LLC"	65862.300000	21.000000	2016	"equinor"	1
"Rigmaids, LLC"	132185.740000	68.000000	2017	"equinor"	1
"Rigmaids, LLC"	56091.880000	72.000000	2018	"equinor"	1
"RigNet, Inc."	336844.670000	75.000000	2015	"equinor"	4
"RigNet, Inc."	125810.910000	17.000000	2016	"equinor"	1
"RigNet, Inc."	43825.000000	8.000000	2017	"equinor"	2
"RigNet, Inc."	61993.720000	10.000000	2018	"equinor"	1
"RigUp, Inc"	50250.000000	5.000000	2017	"equinor"	1
"RigUp, Inc"	1042394.160000	107.000000	2018	"equinor"	5
"Rigzone.com"	22191.250000	1.000000	2015	"equinor"	1
"Rigzone.com"	22191.250000	1.000000	2016	"equinor"	1
"RioTex Swabbing, Inc."	20442.000000	19.000000	2015	"equinor"	1
"Risknology, Inc."	15000.000000	2.000000	2018	"equinor"	1
"Risktec Solutions Inc"	220280.680000	9.000000	2017	"equinor"	3
"Risktec Solutions Inc"	389918.020000	21.000000	2018	"equinor"	2
"Rivel Research Group"	0.000000	2.000000	2017	"equinor"	1
"Rivel Research Group"	40000.000000	2.000000	2018	"equinor"	1
"River Crossing Strategy Group"	52500.000000	7.000000	2018	"equinor"	1
"Riviera Finance of Texas Inc"	47832.750000	138.000000	2017	"equinor"	1
"Riviera Finance of Texas Inc"	8207.500000	15.000000	2018	"equinor"	1
"RJ Mann & Associates, Inc"	51829.520000	29.000000	2018	"equinor"	1
"RoachGannon LLP"	3261.500000	1.000000	2015	"equinor"	1
"RoachGannon LLP"	20292.350000	3.000000	2017	"equinor"	1
"RoachGannon LLP"	57492.770000	15.000000	2018	"equinor"	3
"Roadpost USA Inc."	11294.200000	14.000000	2015	"equinor"	3
"Roadpost USA Inc."	3894.170000	14.000000	2016	"equinor"	2
"Roadpost USA Inc."	2546.040000	1.000000	2018	"equinor"	1
"Robert Half International, Inc."	2200035.300000	904.000000	2015	"equinor"	9
"Robert Half International, Inc."	1214870.020000	496.000000	2016	"equinor"	7
"Robert Half International, Inc."	924365.870000	203.000000	2017	"equinor"	3
"Robert Half International, Inc."	129671.520000	29.000000	2018	"equinor"	2
"Robert Half Management Resources"	3331.840000	7.000000	2015	"equinor"	1
"Robert Half Management Resources"	106456.370000	28.000000	2016	"equinor"	1
"Robert Half Management Resources"	217807.460000	31.000000	2017	"equinor"	2
"Robert Half Management Resources"	245181.330000	17.000000	2018	"equinor"	1
"Robert Half Technology"	134407.730000	57.000000	2016	"equinor"	1
"Robert Half Technology"	301652.050000	75.000000	2017	"equinor"	1
"Robert Half Technology"	15974.790000	1.000000	2018	"equinor"	1
"Robert P. Chandler, Jr."	5125130.540000	37.000000	2015	"equinor"	1
"Robinson & Cole LLP"	10458.610000	8.000000	2018	"equinor"	1
"ROC Services Co, LLC"	20325.000000	14.000000	2018	"equinor"	1
"Rock Engineering and Testing Labora"	5500.000000	1.000000	2018	"equinor"	1
"RockPile Energy Services, LLC"	68802.820000	26.000000	2017	"equinor"	1
"Rocky Mountain Casing Crews Inc."	43130.800000	8.000000	2015	"equinor"	1
"Rocky Mountain Casing Crews Inc."	59797.800000	9.000000	2016	"equinor"	1
"Rocky Mountain Casing Crews Inc."	400.000000	1.000000	2017	"equinor"	1
"Rocky Mountain Mineral Law Foundati"	3265.000000	2.000000	2018	"equinor"	1
"Rocky's Inc."	9670.200000	1.000000	2015	"equinor"	1
"Rodan Transport (U.S.A.) Ltd"	1218665.920000	932.000000	2015	"equinor"	2
"Rodan Transport (U.S.A.) Ltd"	632564.900000	375.000000	2016	"equinor"	3
"Rodan Transport (U.S.A.) Ltd"	161222.400000	65.000000	2017	"equinor"	3
"Rodan Transport (U.S.A.) Ltd"	2256904.290000	26.000000	2018	"equinor"	4
"Rods Hot Oil Service Inc"	886859.800000	216.000000	2015	"equinor"	1
"Roger A. Soape, Inc."	2464.780000	6.000000	2015	"equinor"	1
"Roger A. Soape, Inc."	1531.510000	3.000000	2016	"equinor"	1
"Roger A. Soape, Inc."	7613.640000	6.000000	2017	"equinor"	1
"Rokwerks LLC"	23847.480000	1.000000	2018	"equinor"	1
"Rolfson Oil, LLC"	9423476.330000	675.000000	2015	"equinor"	2
"Rolfson Oil, LLC"	2996904.700000	155.000000	2016	"equinor"	2
"Rolfson Oil, LLC"	1085318.550000	188.000000	2017	"equinor"	3
"Rolfson Oil, LLC"	1847281.960000	146.000000	2018	"equinor"	4
"Roma Valley LLC"	995.360000	5.000000	2017	"equinor"	1
"Roma Valley LLC"	1087.460000	7.000000	2018	"equinor"	1
"Romriell Enterprises Inc."	546.710000	4.000000	2015	"equinor"	1
"Romriell Enterprises Inc."	7412.330000	38.000000	2016	"equinor"	2
"Romriell Enterprises Inc."	19329.510000	52.000000	2017	"equinor"	2
"Romriell Enterprises Inc."	11624.410000	65.000000	2018	"equinor"	4
"Rosemount Inc."	2973854.420000	223.000000	2015	"equinor"	1
"Rosemount Inc."	4792158.250000	180.000000	2016	"equinor"	8
"Rosemount Inc."	3376190.500000	115.000000	2017	"equinor"	12
"Rosemount Inc."	1312624.420000	85.000000	2018	"equinor"	14
"ROSEN USA, INC."	673049.590000	4.000000	2018	"equinor"	1
"Rotork Controls, Inc."	4857.440000	1.000000	2015	"equinor"	1
"RoundTableau, LLC"	54249.180000	10.000000	2015	"equinor"	1
"RoundTableau, LLC"	33714.650000	7.000000	2016	"equinor"	1
"RoundTableau, LLC"	300.000000	1.000000	2018	"equinor"	1
"Roxar Inc"	4500.000000	1.000000	2015	"equinor"	1
"Royal Flush, Inc."	1443678.530000	116.000000	2015	"equinor"	1
"Royal Flush, Inc."	595515.050000	37.000000	2016	"equinor"	1
"Royal Flush, Inc."	313504.420000	52.000000	2017	"equinor"	2
"Royal Flush, Inc."	13451.000000	40.000000	2018	"equinor"	4
"RPC, Inc. d/b/a Patterson Tubular"	26025.300000	14.000000	2015	"equinor"	1
"RPC, Inc. d/b/a Patterson Tubular"	41127.880000	13.000000	2016	"equinor"	1
"RPC, Inc. d/b/a Patterson Tubular"	32236.200000	11.000000	2017	"equinor"	1
"RPC, Inc. d/b/a Patterson Tubular"	26751.740000	10.000000	2018	"equinor"	1
"RPS Group, Inc."	106208.650000	4.000000	2015	"equinor"	1
"RPS Group, Inc."	43048.500000	3.000000	2016	"equinor"	1
"RPS Group, Inc."	697216.430000	6.000000	2018	"equinor"	3
"RPS JDC dba RPS"	337225.370000	136.000000	2015	"equinor"	5
"RPS JDC dba RPS"	477983.740000	65.000000	2016	"equinor"	6
"RPS JDC dba RPS"	692336.760000	35.000000	2017	"equinor"	5
"RPS JDC dba RPS"	337130.260000	42.000000	2018	"equinor"	4
"RPW Rentals LLC"	372223.770000	68.000000	2015	"equinor"	2
"RPW Rentals LLC"	44217.360000	10.000000	2016	"equinor"	2
"RRS Land Consultants, LLC"	65748.340000	22.000000	2017	"equinor"	2
"RRS Land Consultants, LLC"	240893.480000	70.000000	2018	"equinor"	3
"RS Energy Group, Inc."	2055600.000000	3.000000	2018	"equinor"	2
"Rural Texas Broadband, Inc."	272.270000	1.000000	2016	"equinor"	1
"Rural Texas Broadband, Inc."	30127.510000	33.000000	2017	"equinor"	1
"Rural Texas Broadband, Inc."	19514.400000	24.000000	2018	"equinor"	1
"Rushmore Associates Limited"	40000.000000	1.000000	2017	"equinor"	1
"Rushmore Associates Limited"	3267.330000	2.000000	2018	"equinor"	1
"Russell Nesbitt Services, Inc"	60.760000	1.000000	2017	"equinor"	1
"Russell Reynolds Associates, Inc."	204047.140000	6.000000	2018	"equinor"	1
